s,a,s',reward,case,amount
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,101,10000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,101,10000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,101,10000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1010,20000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1010,20000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1010,20000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-8.54,1010,20000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1010,20000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1010,20000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1010,20000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1010,20000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1010,20000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-35.37,1010,20000.0
"W_Call_after_offer,1,0,1,0,0",O_DECLINED,"O_DECLINED,1,0,1,0,0",0.0,1010,20000.0
"O_DECLINED,1,0,1,0,0",A_DECLINED,"A_DECLINED,1,0,1,0,0",0.0,1010,20000.0
"A_DECLINED,1,0,1,0,0",END,END,0.0,1010,20000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1011,11000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1011,11000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1011,11000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1011,11000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1012,17000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1012,17000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1012,17000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-2.48,1012,17000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1012,17000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1012,17000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1012,17000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1012,17000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1012,17000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.53,1012,17000.0
"W_Call_after_offer,1,0,1,0,0",O_SELECTED,"O_SELECTED,1,0,1,0,0",0.0,1012,17000.0
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,1012,17000.0
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,1012,17000.0
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-15.08,1012,17000.0
"W_Call_after_offer,2,0,2,0,0",O_DECLINED,"O_DECLINED,2,0,2,0,0",0.0,1012,17000.0
"O_DECLINED,2,0,2,0,0",A_DECLINED,"A_DECLINED,2,0,2,0,0",0.0,1012,17000.0
"A_DECLINED,2,0,2,0,0",END,END,0.0,1012,17000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1013,7000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1013,7000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1013,7000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.25,1013,7000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,1013,7000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1013,7000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1013,7000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1014,24000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1014,24000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1014,24000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-15.5,1014,24000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1014,24000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1014,24000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1014,24000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1014,24000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1014,24000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-6.15,1014,24000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1014,24000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-2.14,1014,24000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-30.68,1014,24000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,1014,24000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,1014,24000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,1014,24000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-14.99,1014,24000.0
"W_Call_after_offer,2,1,2,1,0",O_CANCELLED,"O_CANCELLED,2,1,2,1,0",0.0,1014,24000.0
"O_CANCELLED,2,1,2,1,0",O_SELECTED,"O_SELECTED,2,1,2,1,0",0.0,1014,24000.0
"O_SELECTED,2,1,2,1,0",O_CREATED,"O_CREATED,2,1,2,1,0",0.0,1014,24000.0
"O_CREATED,2,1,2,1,0",O_SENT,"O_SENT,2,1,3,1,0",0.0,1014,24000.0
"O_SENT,2,1,3,1,0",W_Call_after_offer,"W_Call_after_offer,3,1,3,1,0",-10.22,1014,24000.0
"W_Call_after_offer,3,1,3,1,0",O_SELECTED,"O_SELECTED,3,1,3,1,0",0.0,1014,24000.0
"O_SELECTED,3,1,3,1,0",O_CREATED,"O_CREATED,3,1,3,1,0",0.0,1014,24000.0
"O_CREATED,3,1,3,1,0",O_SENT,"O_SENT,3,1,4,1,0",0.0,1014,24000.0
"O_SENT,3,1,4,1,0",W_Call_after_offer,"W_Call_after_offer,4,1,4,1,0",-3.05,1014,24000.0
"W_Call_after_offer,4,1,4,1,0",O_SELECTED,"O_SELECTED,4,1,4,1,0",0.0,1014,24000.0
"O_SELECTED,4,1,4,1,0",O_CREATED,"O_CREATED,4,1,4,1,0",0.0,1014,24000.0
"O_CREATED,4,1,4,1,0",O_SENT,"O_SENT,4,1,5,1,0",0.0,1014,24000.0
"O_SENT,4,1,5,1,0",W_Call_after_offer,"W_Call_after_offer,5,1,5,1,0",-0.75,1014,24000.0
"W_Call_after_offer,5,1,5,1,0",O_ACCEPTED,"O_ACCEPTED,5,1,5,1,0",0.0,1014,24000.0
"O_ACCEPTED,5,1,5,1,0",A_APPROVED,"A_APPROVED,5,1,5,1,0",0.0,1014,24000.0
"A_APPROVED,5,1,5,1,0",A_REGISTERED,"A_REGISTERED,5,1,5,1,0",0.0,1014,24000.0
"A_REGISTERED,5,1,5,1,0",A_ACTIVATED,"A_ACTIVATED,5,1,5,1,0",0.0,1014,24000.0
"A_ACTIVATED,5,1,5,1,0",END,END,3600.0,1014,24000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1015,18000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1015,18000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1015,18000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-8.13,1015,18000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1015,18000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1015,18000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1015,18000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1015,18000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1015,18000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.69,1015,18000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1015,18000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-28.7,1015,18000.0
"W_Assess_application,1,0,1,1,0",O_SELECTED,"O_SELECTED,1,0,1,1,0",0.0,1015,18000.0
"O_SELECTED,1,0,1,1,0",O_CREATED,"O_CREATED,1,0,1,1,0",0.0,1015,18000.0
"O_CREATED,1,0,1,1,0",O_SENT,"O_SENT,1,0,2,1,0",0.0,1015,18000.0
"O_SENT,1,0,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,1,0",-7.74,1015,18000.0
"W_Call_after_offer,2,0,2,1,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,2,0",0.0,1015,18000.0
"O_SENT_BACK,2,0,2,2,0",W_Assess_application,"W_Assess_application,2,0,2,2,0",-26.01,1015,18000.0
"W_Assess_application,2,0,2,2,0",O_CANCELLED,"O_CANCELLED,2,0,2,2,0",0.0,1015,18000.0
"O_CANCELLED,2,0,2,2,0",O_SELECTED,"O_SELECTED,2,0,2,2,0",0.0,1015,18000.0
"O_SELECTED,2,0,2,2,0",O_CREATED,"O_CREATED,2,0,2,2,0",0.0,1015,18000.0
"O_CREATED,2,0,2,2,0",O_SENT,"O_SENT,2,0,3,2,0",0.0,1015,18000.0
"O_SENT,2,0,3,2,0",W_Call_after_offer,"W_Call_after_offer,3,0,3,2,0",-12.52,1015,18000.0
"W_Call_after_offer,3,0,3,2,0",O_SELECTED,"O_SELECTED,3,0,3,2,0",0.0,1015,18000.0
"O_SELECTED,3,0,3,2,0",O_CREATED,"O_CREATED,3,0,3,2,0",0.0,1015,18000.0
"O_CREATED,3,0,3,2,0",O_SENT,"O_SENT,3,0,4,2,0",0.0,1015,18000.0
"O_SENT,3,0,4,2,0",W_Call_after_offer,"W_Call_after_offer,4,0,4,2,0",-19.7,1015,18000.0
"W_Call_after_offer,4,0,4,2,0",O_SELECTED,"O_SELECTED,4,0,4,2,0",0.0,1015,18000.0
"O_SELECTED,4,0,4,2,0",O_CREATED,"O_CREATED,4,0,4,2,0",0.0,1015,18000.0
"O_CREATED,4,0,4,2,0",O_SENT,"O_SENT,4,0,5,2,0",0.0,1015,18000.0
"O_SENT,4,0,5,2,0",W_Call_after_offer,"W_Call_after_offer,5,0,5,2,0",-2.97,1015,18000.0
"W_Call_after_offer,5,0,5,2,0",O_ACCEPTED,"O_ACCEPTED,5,0,5,2,0",0.0,1015,18000.0
"O_ACCEPTED,5,0,5,2,0",A_APPROVED,"A_APPROVED,5,0,5,2,0",0.0,1015,18000.0
"A_APPROVED,5,0,5,2,0",A_REGISTERED,"A_REGISTERED,5,0,5,2,0",0.0,1015,18000.0
"A_REGISTERED,5,0,5,2,0",A_ACTIVATED,"A_ACTIVATED,5,0,5,2,0",0.0,1015,18000.0
"A_ACTIVATED,5,0,5,2,0",END,END,2700.0,1015,18000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1016,40000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1016,40000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1016,40000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1016,40000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1017,9000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1017,9000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1017,9000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1017,9000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1018,35000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1018,35000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-37.76,1018,35000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,1018,35000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-2.11,1018,35000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,1018,35000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,1018,35000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,1018,35000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,1018,35000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,1018,35000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-6.31,1018,35000.0
"W_Call_after_offer,1,0,1,0,1",O_SELECTED,"O_SELECTED,1,0,1,0,1",0.0,1018,35000.0
"O_SELECTED,1,0,1,0,1",O_CREATED,"O_CREATED,1,0,1,0,1",0.0,1018,35000.0
"O_CREATED,1,0,1,0,1",O_SENT,"O_SENT,1,0,2,0,1",0.0,1018,35000.0
"O_SENT,1,0,2,0,1",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,1",-3.52,1018,35000.0
"W_Call_after_offer,2,0,2,0,1",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,1",0.0,1018,35000.0
"O_SENT_BACK,2,0,2,1,1",W_Assess_application,"W_Assess_application,2,0,2,1,1",-40.97,1018,35000.0
"W_Assess_application,2,0,2,1,1",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,1",-19.42,1018,35000.0
"W_Call_missing_information,2,1,2,1,1",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,1",0.0,1018,35000.0
"O_ACCEPTED,2,1,2,1,1",A_APPROVED,"A_APPROVED,2,1,2,1,1",0.0,1018,35000.0
"A_APPROVED,2,1,2,1,1",A_REGISTERED,"A_REGISTERED,2,1,2,1,1",0.0,1018,35000.0
"A_REGISTERED,2,1,2,1,1",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,1",0.0,1018,35000.0
"A_ACTIVATED,2,1,2,1,1",END,END,5250.0,1018,35000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1019,2000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1019,2000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1019,2000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-0.25,1019,2000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1019,2000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1019,2000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1019,2000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1019,2000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1019,2000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-3.22,1019,2000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1019,2000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-28.7,1019,2000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-12.14,1019,2000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,1019,2000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,1019,2000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,1019,2000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-2.62,1019,2000.0
"W_Call_after_offer,2,1,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,0",0.0,1019,2000.0
"O_ACCEPTED,2,1,2,1,0",A_APPROVED,"A_APPROVED,2,1,2,1,0",0.0,1019,2000.0
"A_APPROVED,2,1,2,1,0",A_REGISTERED,"A_REGISTERED,2,1,2,1,0",0.0,1019,2000.0
"A_REGISTERED,2,1,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,0",0.0,1019,2000.0
"A_ACTIVATED,2,1,2,1,0",END,END,300.0,1019,2000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,102,22000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,102,22000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-10.12,102,22000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,102,22000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,102,22000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1020,4000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1020,4000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1020,4000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1020,4000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1021,19000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1021,19000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1021,19000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1021,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1022,17000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1022,17000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1022,17000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1022,17000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1023,14000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1023,14000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1023,14000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1023,14000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1024,5000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1024,5000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1024,5000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1024,5000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1025,16000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1025,16000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1025,16000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1025,16000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1026,22000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1026,22000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-16.54,1026,22000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,1026,22000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,1026,22000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1027,8000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1027,8000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1027,8000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-1.43,1027,8000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1027,8000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1027,8000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1028,34000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1028,34000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1028,34000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1028,34000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1029,27000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1029,27000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1029,27000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.83,1029,27000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1029,27000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1029,27000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,103,27000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,103,27000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-4.72,103,27000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,103,27000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,103,27000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1030,19000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1030,19000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1030,19000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.65,1030,19000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,1030,19000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1030,19000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1030,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1031,14000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1031,14000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-15.44,1031,14000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,1031,14000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,1031,14000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1032,20000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1032,20000.0
